store_name,store_company_by_GPT
NEIGHBORHOOD TOBACCO OUTLET / MARION,NEIGHBORHOOD
WEST SIDE LIQUOR,WEST SIDE
GREAT WALL,GREAT WALL
ELDRIDGE MART,ELDRIDGE
CASEY'S GENERAL STORE #3293 / MARQUETTE,CASEY'S
CASEY'S GENERAL STORE #3587 / BURLINGTON,CASEY'S
CASEY'S GENERAL STORE #3534 / CLERMONT,CASEY'S
CASEY'S GENERAL STORE #3385 / ORANGE CITY,CASEY'S
TOBACCO OUTLET & LIQUOR,TOBACCO OUTLET
IOWA MINI MART,IOWA MINI
TIGER MART,TIGER MART
CASEY'S GENERAL STORE #3610 / CEDAR FALLS,CASEY'S
STORY CITY MARKET,STORY CITY
INDEPENDENCE LIQUOR & FOOD,INDEPENDENCE
YESWAY #1103 / ROCKFORD,YESWAY
CASEY'S GENERAL STORE #1550 / WINFIELD,CASEY'S
ROCKWELL AREA MARKET,ROCKWELL
ACKLEY SUPERFOODS,ACKLEY
HEARTLAND MARKET,HEARTLAND
SWILS,SWILS
WHITE OAK STATION #53,WHITE OAK
WHITE OAK STATION #52,WHITE OAK
DHAKALS LLC,DHAKALS
CASEY'S GENERAL STORE #3617 / GRINNELL,CASEY'S
6 CORNERS GAS & GRUB,6 CORNERS
KUM & GO #184 / ALTOONA,KUM & GO
FARM FRESH FOOD TOWN &LIQUOR,FARM FRESH
QUIK TRIP #530 / EUCLID,QUIK TRIP
CASEY'S GENERAL STORE #3566 / PELLA,CASEY'S
ROLFE AREA MARKET,ROLFE
NEIGHBORHOOD MART,NEIGHBORHOOD
LIQUOR BARN II,LIQUOR BARN
CASEY'S GENERAL STORE #2168 / DAVENPORT,CASEY'S
QUIK TRIP #559 / FLEUR,QUIK TRIP
KUM & GO #1443 / WILLIAMSBURG,KUM & GO
THE DEPOT NORTH LIBERTY,THE DEPOT
CASEY'S GENERAL STORE #3639 / POSTVILLE,CASEY'S
RICHMOND & FERRY BP,RICHMOND & FERRY
JOHNCY'S LIQUOR STORE,JOHNCY'S
FINE LIQUOR & TOBACCO,FINE
QUIK N HANDI III,QUIK N HANDI
MEPO FOODS / MEDIAPOLIS,MEPO
FARM FRESH FOODTOWN & LIQUOR,FARM FRESH
CASEY'S GENERAL STORE #3648 / AKRON,CASEY'S
RIVERSIDE TRAVEL MART,RIVERSIDE
CASEY'S GENERAL STORE #3640 / WAUKEE,CASEY'S
CASEY'S GENERAL STORE #3653 / GREENE,CASEY'S
HOP N SHOP / CLINTON,HOP N SHOP
RANDALL'S STOP N SHOP,RANDALL'S
LIQUOR DOWNTOWN,LIQUOR DOWNTOWN
NEW STAR / WATERLOO,NEW STAR
BIG 10 MART,BIG 10
YESWAY #1148 / MARSHALLTOWN,YESWAY
MCDERMOTT OIL CO,MCDERMOTT
THE FOOD CENTER,THE FOOD CENTER
FAREWAY STORES #183 / FLEUR,FAREWAY
CASEY'S GENERAL STORE #3674 / SIOUX CITY,CASEY'S
CASEY'S GENERAL STORE #2097 / INDIANOLA,CASEY'S
THE FILLING STATION / AMES,THE FILLING STATION
PRONTO MARKET / SUMNER,PRONTO MARKET
CASEY'S GENERAL STORE #2490 / STORY CITY,CASEY'S
CASEY'S GENERAL STORE #1901 / DES MOINES,CASEY'S
CASEY'S GENERAL STORE #2447 / SERGEANT BLUFF,CASEY'S
CASEY'S GENERAL STORE #2550 / OSCEOLA,CASEY'S
CASEY'S GENERAL STORE #2578 / MAQUOKETA,CASEY'S
CASEY'S GENERAL STORE #2541 / BEDFORD,CASEY'S
CASEY'S GENERAL STORE #2834 / LENOX,CASEY'S
CASEY'S GENERAL STORE #91 / DALLAS CENTER,CASEY'S
CASEY'S GENERAL STORE #2341 / NEWTON,CASEY'S
CASEY'S GENERAL STORE #3024 / MEDIAPOLIS,CASEY'S
CASEY'S GENERAL STORE #2628 / LAKE CITY,CASEY'S
CASEY'S GENERAL STORE #2515 / DAYTON,CASEY'S
CASEY'S GENERAL STORE #2764 / HIAWATHA,CASEY'S
CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,CASEY'S
CASEY'S GENERAL STORE #2905 / AMES,CASEY'S
CASEY'S GENERAL STORE #2222 / CLINTON,CASEY'S
BLAIRSTOWN QUICK STOP,BLAIRSTOWN QUICK STOP
CASEY'S GENERAL STORE #2891 / FORT DODGE,CASEY'S
CASEY'S GENERAL STORE #2014 / FORT DODGE,CASEY'S
CASEY'S GENERAL STORE #1280 / FORT DODGE,CASEY'S
MARION FOOD MARKET,MARION FOOD MARKET
CASEY'S GENERAL STORE #32 / MADRID,CASEY'S
CASEY'S GENERAL STORE #2553 / REDFIELD,CASEY'S
CASEY'S GENERAL STORE #3082 / CARROLL,CASEY'S
CASEY'S GENERAL STORE #2785 / ANKENY,CASEY'S
CASEY'S GENERAL STORE #2689 / ANKENY,CASEY'S
EAST END LIQUOR & TOBACCO,EAST END
KUM & GO #504 / IOWA CITY,KUM & GO
CASEY'S GENERAL STORE #2478 / NEW SHARON,CASEY'S
CASEY'S GENERAL STORE #2765 / CEDAR RAPIDS,CASEY'S
CASEY'S GENERAL STORE #2776 / CEDAR RAPIDS,CASEY'S
CASEY'S GENERAL STORE #2782 / CEDAR RAPIDS,CASEY'S
CASEY'S GENERAL STORE #2790 / CEDAR RAPIDS,CASEY'S
CASEY'S GENERAL STORE #2768 / CEDAR RAPIDS,CASEY'S
CASEY'S GENERAL STORE #2760 / MARION,CASEY'S
CASEY'S GENERAL STORE #2919 / MARION,CASEY'S
CASEY'S GENERAL STORE #3449 / WAPELLO,CASEY'S
RUSH STOP,RUSH STOP
WHITE OAK STATION #82 / NEVADA,WHITE OAK STATION
WHITE OAK STATION #83 / CASEY,WHITE OAK STATION
CASEY'S GENERAL STORE #2 / BOONE,CASEY'S
CASEY'S GENERAL STORE #2488 / N ENGLISH,CASEY'S
CASEY'S GENERAL STORE #1398 / ROLAND,CASEY'S
CASEY'S GENERAL STORE #2498 / WAPELLO,CASEY'S
WHITE OAK STATION #80 / WAPELLO,WHITE OAK STATION
CASEY'S GENERAL STORE #2544 / NEW LONDON,CASEY'S
WHITE OAK STATION #86 / HOSPERS,WHITE OAK STATION
WHITE OAK STATION #79 / MUSCATINE,WHITE OAK STATION
CASEY'S GENERAL STORE #2533 / MARENGO,CASEY'S
BEECHER LIQUOR / DUBUQUE,BEECHER LIQUOR
CASEY'S GENERAL STORE #1941 / ANKENY,CASEY'S
CASEY'S GENERAL STORE #1682 / OSKALOOSA,CASEY'S
HUBERS STORE,HUBERS STORE
GRANDVIEW MART,GRANDVIEW MART
DEPOT NORWAY,DEPOT NORWAY
GIT-N-GO #47 / ALTOONA,GIT-N-GO
LIQUOR TOBACCO & GAS,LIQUOR TOBACCO
LIQUOR TOBACCO & GROCERY,LIQUOR TOBACCO
KWIK STOP 4,KWIK STOP
H & A MINI MART,H & A MINI MART
CASEY'S GENERAL STORE #1889 / MONTICELLO,CASEY'S
CASEY'S GENERAL STORE #2585 / DYERSVILLE,CASEY'S
CASEY'S GENERAL STORE #2480 / CHARLES CITY,CASEY'S
CASEY'S GENERAL STORE #1599 / MT VERNON,CASEY'S
CASEY'S GENERAL STORE #1416 / NEW HAMPTON,CASEY'S
SA TOBACCO LIQUOR MART,SA TOBACCO
CASEY'S GENERAL STORE #3294 / URBANA,CASEY'S
CASEY'S GENERAL STORE #2634 / EDGEWOOD,CASEY'S
CASEY'S GENERAL STORE #2682 / OELWEIN,CASEY'S
CASEY'S GENERAL STORE #2690 / ANAMOSA,CASEY'S
CASEY'S GENERAL STORE #2908 / ANAMOSA,CASEY'S
CASEY'S GENERAL STORE #66 / LAPORTE CITY,CASEY'S
CASEY'S GENERAL STORE #2624 / MANCHESTER,CASEY'S
LIBERTY VIEW WINE AND SPIRITS,LIBERTY VIEW
CASEY'S GENERAL STORE #2520 / GRIMES,CASEY'S
CASEY'S GENERAL STORE #2623 / FAIRBANK,CASEY'S
CASEY'S GENERAL STORE #2513 / NASHUA,CASEY'S
CASEY'S GENERAL STORE #1446 / LISBON,CASEY'S
CASEY'S GENERAL STORE #3041 / ELK RUN HEIGHTS,CASEY'S
CASEY'S GENERAL STORE #2874 / RICEVILLE,CASEY'S
SUN MART,SUN MART
CASEY'S GENERAL STORE #3044 / SHELDON,CASEY'S
EASYGO,EASYGO
CASEY'S GENERAL STORE #1065 / ASBURY,CASEY'S
OASIS / DES MOINES,OASIS
CASEY'S GENERAL STORE #2275 / SIOUX CITY,CASEY'S
SUPER CONVENIENCE STORE,SUPER CONVENIENCE STORE
THE VILLE,THE VILLE
CASEY'S GENERAL STORE #3009 / SIOUX CITY,CASEY'S
MARION MARKET & CAFE',MARION MARKET
ONE STOP SHOP,ONE STOP SHOP
HOME TOWN WINE & SPIRITS,HOME TOWN
THE SNACK SHACK,THE SNACK SHACK
"BREW, GAS, COFFEE, SPIRIT, CIGARATTE",BREW
CATFISH CHARLIE'S,CATFISH CHARLIE'S
CASEY'S GENERAL STORE #3757 / IDA GROVE,CASEY'S
CASEY'S GENERAL STORE #68 / ALTON,CASEY'S
CASEY'S GENERAL STORE #3371 / NEW HARTFORD,CASEY'S
CASEY'S GENERAL STORE #1729 / ARLINGTON,CASEY'S
CONOCO / LE GRAND,CONOCO
SUPER STOP II / DUBUQUE,SUPER STOP
PHILLIPS 66 / GRINNELL,PHILLIPS 66
IOWA SMOKE AND LIQUOR,IOWA SMOKE AND LIQUOR
YESWAY #1169 / STORM LAKE,YESWAY
FAREWAY STORES #189 / AMES,FAREWAY
THE DEPOT TIFFIN,THE DEPOT
THE DEPOT WILLIAMSBURG,THE DEPOT
SUPER QUICK MART / WINDSOR HEIGHTS,SUPER QUICK MART
AVENUE G STORE / COUNCIL BLUFFS,AVENUE G
MIKE'S MARKET AND DELI,MIKE'S
TEQUILA WINE & SPIRITS,TEQUILA
ONE STOP SHOP #3 / ALGONA,ONE STOP SHOP
CODY MART GAS & LIQUOR,CODY MART
LOUST TOBACCO & LIQUOR / DUBUQUE,LOUST
CASEY'S GENERAL STORE #3717 / VINTON,CASEY'S
CASEY'S GENERAL STORE #3679 / STORM LAKE,CASEY'S
NORTH SIDE LIQUOR & TOBACCO / DUBUQUE,NORTH SIDE
UPTOWN LIQUOR & TOBACCO / CEDAR RAPIDS,UPTOWN
RIVERSIDE LIQUOR 2 / DAVENPORT,RIVERSIDE
LAKE VIEW REDEMPTION & LIQUOR STORE,LAKE VIEW REDEMPTION
CASEY'S GENERAL STORE #45 / DES MOINES,CASEY'S
COSTCO WHOLESALE #1325 / DAVENPORT,COSTCO WHOLESALE
STANWOOD FOOD MART LLC,STANWOOD FOOD MART
SUPER QUICK STOP / COUNCIL BLUFFS,SUPER QUICK STOP
GUDDI MART / WATERLOO,GUDDI MART
JONESY'S STOP N SHOP,JONESY'S
RUSS'S MARKET #30,RUSS'S MARKET
K & K FOOD AND GAS / DAVENPORT,K & K FOOD AND GAS
CASEY'S GENERAL STORE #2821 / GLADBROOK,CASEY'S
10TH HOLE INN & SUITE / GIFT SHOP,10TH HOLE INN
YESWAY STORE #1198 / SWEA CITY,YESWAY
SAVE MORE / DAVENPORT,SAVE MORE
GOPUFF / AMES,GOPUFF
GASLAND N 8TH ST / BURLINGTON,GASLAND
QUICK CORNER / HAWARDEN,QUICK CORNER
AMBYSURE INC / CLINTON,AMBYSURE
FAREWAY STORES #190 / CEDAR FALLS,FAREWAY
FLASHMART #101 / WDM,FLASHMART
CASEY'S GENERAL STORE #3756 / CEDAR RAPIDS,CASEY'S
DYNO'S #40 / SPENCER,DYNO'S
DYNO'S #41 / ALBERT CITY,DYNO'S
DYNO'S #42 / SAC CITY,DYNO'S
LOGAN AVE CONVENIENCE STORE / WATERLOO,LOGAN AVE
LOCUST MART / DAVENPORT,LOCUST
HULL FOOD CENTER / HULL,HULL FOOD CENTER
FLASHMART #104,FLASHMART
FLASHMART  #105,FLASHMART
CASEY'S #1025 /KALONA,CASEY'S
CASEY'S #3770 - GLENWOOD,CASEY'S
CASEY'S #3746 / GRIMES,CASEY'S
FLASHMART #102 /PERRY,FLASHMART
FLASHMART #103/PERRY,FLASHMART
THE HUT 23,THE HUT
WESTSIDE PETRO,WESTSIDE PETRO
WASHINGTON LIQUOR & TOBACCO OUTLET,WASHINGTON LIQUOR
KEYSTONE LIQUOR AND WINE,KEYSTONE LIQUOR
FORT MADISON LIQUOR & TOBACCO OUTLET PLUS,FORT MADISON LIQUOR
OGDEN MART,OGDEN MART
BROTHERS MARKET,BROTHERS
JW LIQUOR,JW LIQUOR
CASEY'S #3763 -WAVERLY,CASEY'S
CASEY'S GENERAL STORE #2864/EVANSDALE,CASEY'S
CASEY'S #2866-WATERLOO,CASEY'S
BROOKLYN GROCERY LIQUOR LLC,BROOKLYN GROCERY
YESWAY #1031,YESWAY
RAYSMARKET,RAYSMARKET
BIG 10 MART #69,BIG 10 MART
CASEY'S GENERAL STORE #3789,CASEY'S
CASEY'S GENERAL STORE #1303,CASEY'S
GOPUFF / IOWA CITY,GOPUFF
CASEY'S GENERAL STORE #1921- ACKLEY,CASEY'S
WEST MAIN LIQUOR,WEST MAIN LIQUOR
PETRO STOP - NEWTON,PETRO STOP
CASEY'S GENERAL STORE #2538-WAUKEE,CASEY'S
CASEY'S GENERAL STORE #3772,CASEY'S
EXPRESS LANE GAS & FOOD MART #79,EXPRESS LANE
EHLINGER'S VINTON EXPRESS,EHLINGER'S
ONE STOP SHOP #4 - DENISON,ONE STOP SHOP
BEER THIRTY DENISON,BEER THIRTY
LAZY RIVER BEVERAGE AND MORE,LAZY RIVER
JIM'S FOOD,JIM'S
HOMETOWN FOODS,HOMETOWN FOODS
BEECHER CO INC,BEECHER CO
FAREWAY STORES #193 / TIFFIN,FAREWAY
SUPER SAVER LIQUOR -MUSCATINE,SUPER SAVER LIQUOR
218 FUEL EXPRESS,218 FUEL EXPRESS
SUPER STOP & SHOP / BALDWIN,SUPER STOP & SHOP
CASEY'S GENERAL STORE #3291,CASEY'S
CASEY'S GENERAL STORE #1455,CASEY'S
NEW STAR / KNOXVILLE,NEW STAR
HASS MARKET,HASS MARKET
DONAHUE'S ONE STOP,DONAHUE'S
CASEY'S GENERAL STORE #3327 / FAIRFIELD,CASEY'S
CASEY'S GENERAL STORE #1624 / WASHINGTON,CASEY'S
CASEY'S GENERAL STORE #3292,CASEY'S
CASEY'S GENERAL STORE #3037 / CHEROKEE,CASEY'S
CASEY'S GENERAL STORE #3201 / COUNCIL BLUFFS,CASEY'S
CASEY'S GENERAL STORE #1887 / CEDAR FALLS,CASEY'S
CASEY'S GENERAL STORE #3025 / CARROLL,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2920 / ANKENY,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2346 / BURLINGTON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2481 / BLOOMFIELD,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2639 / MAYNARD,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2342 / BURLINGTON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #0007 / OTTUMWA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1577 / ALBIA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1651 / ALBIA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #51 / HUMBOLDT,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #42 / WELLMAN,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #72 / TIPTON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1315 / ARNOLDS PARK,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1329 / ESTHERVILLE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1374 / COLFAX,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1484 / MUSCATINE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2906 / MUSCATINE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2944 / MUSCATINE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1678 / OTTUMWA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1886 / OTTUMWA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2208 / OTTUMWA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2427 / WATERLOO,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2867 / WATERLOO,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1062 / WINTERSET,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2239 / INDEPENDENCE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3854 / MANCHESTER,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1378 / JESUP,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2890 / WEST LIBERTY,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2610 / ATLANTIC,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2474 / HUXLEY,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1609 / ELDON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2630 / CEDAR FALLS,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2898 / CLARENCE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3606,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2319 / FT MADISON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2023 / FT MADISON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2491 / CLARINDA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2779 / CORALVILLE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2699 / ESSEX,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1277 / FORT DODGE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2512 / HILLS,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1166 / HULL,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2060 / POCAHONTAS,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2672 / SANBORN,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1265 / SIBLEY,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1922 / WALCOTT,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #61 / WILTON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1541 / WEST BEND,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1649 / WAVERLY,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3528 / WASHINGTON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2472 / NICHOLS,CASEY'S GENERAL STORE
BREW GAS COFFEE WINE SPIRITS,BREW GAS
CASEY'S GENERAL STORE #2647 / CENTER POINT,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3718 / PLEASANT HILL,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3333 / PLEASANT HILL,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2030 / CLINTON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2229 / OSAGE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1159 / CORRECTIONVILLE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1028 / MIDDLETOWN,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1373 / BONDURANT,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #26 / PERRY,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2576 / WHAT CHEER,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2629 / RIVERSIDE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2487 / SPIRIT LAKE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2791 / CEDAR RAPIDS,CASEY'S GENERAL STORE
EICHMAN ENTERPRISES INC / SAGEVILLE,EICHMAN ENTERPRISES
SUPER STOP IV - DUBUQUE,SUPER STOP
CASEY'S GENERAL STORE #2916 / ALTOONA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1950 / GRINNELL,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2894 / INDIANOLA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2530 / ALTA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #57 / EDDYVILLE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3645 / LONE TREE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2836 / MONROE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2431 / SIOUX CENTER,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1695 / SOLON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2019 / WEST BURLINGTON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2595 / KEOKUK,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2636 / KEOKUK,CASEY'S GENERAL STORE
CENEX - HAMPTON,CENEX
CASEY'S GENERAL STORE #3858 - IOWA CITY,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1911 / NEWTON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1828 / WEBSTER CITY,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1605 / HAMPTON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1546 / FREMONT,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1417 / IOWA FALLS,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #55 / MARCUS,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1612 / MOUNT PLEASANT,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2681 / OKOBOJI,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2306 / NEVADA,CASEY'S GENERAL STORE
STATION MART #2,STATION MART
BROTHER'S MARKET / CLARION,BROTHER'S MARKET
SWEETWATER SPIRITS - LIVERMORE,SWEETWATER SPIRITS
LEAF BROTHERS CIGARS / WDM,LEAF BROTHERS CIGARS
CASEY'S GENERAL STORE #3826 - ADEL,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3827- ANKENY,CASEY'S GENERAL STORE
ROCKINGHAM LIQUOR - DAVENPORT,ROCKINGHAM LIQUOR
MOTI'S FOOD,MOTI'S FOOD
WEST FORTY MARKET - GREENE,WEST FORTY MARKET
SUPER QUICK STOP - COUNCIL BLUFFS,SUPER QUICK STOP
CASEY'S GENERAL STORE #2684 - DURANT,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #74 - MORNING SUN,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2256 - DEWITT,CASEY'S GENERAL STORE
R & R TOWN MART / RUDD,R & R TOWN MART
CASEY'S GENERAL STORE #1068 - DAVENPORT,CASEY'S GENERAL STORE
TAYLOR QUIK PIK - HARLAN,TAYLOR QUIK PIK
STATION MART #1 - EVANSDALE,STATION MART
EZ STOP II - DUBUQUE,EZ STOP
TAYLOR QUIK PIK - SHELBY,TAYLOR QUIK PIK
LIQUOR TOBACCO & GROCERY - MASON CITY,LIQUOR TOBACCO & GROCERY
KUM & GO #0217 -AMES,KUM & GO
TAYLOR QUIK PIK - COUNCIL BLUFFS,TAYLOR QUIK PIK
SOUTHGATE EXPRESSE - AMES,SOUTHGATE EXPRESSE
K-ZAR INC - WATERLOO,K-ZAR INC
CASEY'S GENERAL STORE #2803 / VILLISCA,CASEY'S GENERAL STORE
HAWKEYE SMOKE SHOP,HAWKEYE SMOKE SHOP
HOMETOWN FAMILY MARKET,HOMETOWN FAMILY MARKET
K FOOD MART / MONTICELLO,K FOOD MART
BROTHERS MARKET / BLOOMFIELD,BROTHERS MARKET
TOBACCO OUTLET PLUS #507 - URBANDALE,TOBACCO OUTLET PLUS
KEYSTONE LIQUOR,KEYSTONE LIQUOR
GM MART / IOWA CITY,GM MART
THE SNACK SHACK / WATERLOO,THE SNACK SHACK
WEST D LIQUORS,WEST D LIQUORS
KWIK STOP FOOD MART / DUBUQUE,KWIK STOP FOOD MART
FAIRBANK FOOD CENTER / FAIRBANK,FAIRBANK FOOD CENTER
DA BOOZE BARN / WEST BEND,DA BOOZE BARN
CASEY'S GENERAL STORE #1659 / ANKENY,CASEY'S GENERAL STORE
HOMETOWN FOODS - HUBBARD,HOMETOWN FOODS
HOMETOWN FOODS - CONRAD,HOMETOWN FOODS
SHORTEE'S PIT STOP / SPEEDWAY CAFE,SHORTEE'S PIT STOP
KIMMES HUMBOLDT COUNTRY STORE #14,KIMMES HUMBOLDT COUNTRY STORE
CASEY'S GENERAL STORE #3439 / LIME SPRINGS,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #67 / SUMNER,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2392,CASEY'S GENERAL STORE
BIG 10 MART #62 / BETTENDORF,BIG 10 MART
SUPER QUICK LIQUOR / WDM,SUPER QUICK LIQUOR
WESTSIDE HOUSER MART / MUSCATINE,WESTSIDE HOUSER MART
CASEY'S GENERAL STORE #2786 / DES MOINES,CASEY'S GENERAL STORE
GARNER FOODS / FT MADISON,GARNER FOODS
CASEY'S GENERAL STORE #3880 / WATERLOO,CASEY'S GENERAL STORE
WHISKEY BUSINESS / ALLERTON,WHISKEY BUSINESS
ROLFE HEARTLAND,ROLFE HEARTLAND
CASEY'S GENERAL STORE #1126 / WYOMING,CASEY'S GENERAL STORE
TOBACCO HUT / URBANDALE,TOBACCO HUT
URBAN FUEL LLC / NORTH LIBERTY,URBAN FUEL LLC
FORT DODGE SMOKE SHOP,FORT DODGE SMOKE SHOP
NEW STAR FLETCHER / WATERLOO,NEW STAR FLETCHER
LE CLAIRE GROCERY STORE,LE CLAIRE GROCERY STORE
GM MINIMART / MUSCATINE,GM MINIMART
HOT SPOT FOOD AND LIQUOR / BURLINGTON,HOT SPOT FOOD AND LIQUOR
HARPERS ONE STOP / HARPERS FERRY,HARPERS ONE STOP
AJ'S JACK & JILL / WEST BRANCH,AJ'S JACK & JILL
POLK CITY LIQUOR,POLK CITY LIQUOR
MARTELLE STORE,MARTELLE STORE
EZ STOP 1 / DUBUQUE,EZ STOP
OLD FIRE LIQUOR / BUFFALO CENTER,OLD FIRE LIQUOR
A A AND M INC / PERRY,A A AND M INC
CASEY'S GENERAL STORE #1427 / CLEAR LAKE,CASEY'S GENERAL STORE
UNI MART / WATERLOO,UNI MART
THE HUT / COUNCIL BLUFFS,THE HUT
ANOTHER ROUND / DEWITT,ANOTHER ROUND
THE SNACK SHACK #2 / WATERLOO,THE SNACK SHACK
CASEY'S GENERAL STORE #2584  / OSSIAN,CASEY'S GENERAL STORE
KUM & GO #0131 / HUXLEY,KUM & GO
CASEY'S GENERAL STORE #2099 / CLIVE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3896 / CENTER POINT,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2694 / PELLA,CASEY'S GENERAL STORE
RUSH STOP / CHARLES CITY,RUSH STOP
FREDRICKSBURG FOOD CENTER,FREDRICKSBURG FOOD CENTER
CASEY'S GENERAL STORE #1762 / ALGONA,CASEY'S GENERAL STORE
D&T'S / ODEBOLT,D&T'S
EAST POST RD BP,EAST POST RD BP
THRIFTWAY / LA PORTE CITY,THRIFTWAY
IOWA CITY BP,IOWA CITY BP
ALI'S CORNER / WATERLOO,ALI'S CORNER
CITY LIQUOR / IOWA CITY,CITY LIQUOR
CASEY'S GENERAL STORE #2364 / URBANDALE,CASEY'S GENERAL STORE
CJ'S CONVENIENCE STORE / ELKADER,CJ'S CONVENIENCE STORE
CARSTENSEN'S MEAT AND GROCERY / LAKE PARK,CARSTENSEN'S MEAT AND GROCERY
